"comp_ID","study_ID","dam_ID","animal_ID","author","year","title","journal","species","strain","manip_type","manip_direction","nom_manip_val","nom_manip_val2","intake_reported","vitmin_eql","adlib_con","adlib_exp","diet_con","diet_exp","dam_diet_start_dPC","dam_diet_end_dPC","diet_label","age_mating","n_con_dam","n_exp_dam","multi_use_con","dam_housing","temperature","photoperiod","litter_size","litter_size_equalized","crossfostered","sex","housing","bodyweight_mean_contr","bodyweight_SE_contr","bodyweight_mean_exp","bodyweight_SE_exp","bw_N_contr","bw_N_exp","bw_dayPG","birthweight_mean_contr","birthweight_SE_contr","birthweight_mean_exp","birthweight_SE_exp","birthweight_N_contr","birthweight_N_exp","offspring_diet","offspring_con_adlib","offspring_diet_level","offspring_diet_end_dPP","post_diet_adlib","response_age_dPP","author.s.behaviour","my.behaviour","response_test","time_trial","measure","unit","high_better","night.day","comparison","exp_mean","exp_se","exp_n","con_mean","con_se","con_n","con_ID","percentage","treatment","set","set2","Missing","exp_sd","con_sd","varianceoftreatment","varianceofcontrols","d","H.d","SE.d","N_total","H.d_Var_combined"
"comp_557","s_57","D_105","A_145","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"22","pre",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,340,7,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Border_zone_distance","m","no","night","cc-rc",76.2,16,8,114.5,10.3,8,"con_210","no","protein-","protein-.ANXIETY","PR_anx",0,45.254833995939,29.1327993848858,2048,848.72,-1.00637656001707,-0.95148329310705,0.513951001693344,32,0.264145632141591
"comp_578","s_61","D_115","A_155","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"29","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,444.04,10.2,32,38,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","Open_arm_entries","%","yes","day","W_M7",20.16,3.81,38,10.76,5.08,32,"con_221","yes","protein-","protein-.ANXIETY","PR_anx",0,23.4864173513118,28.7368195874213,551.6118,825.8048,0.36137503776277,-0.357374576090119,0.240884207990943,139,0.0580252016594238
"comp_579","s_61","D_115","A_155","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"29","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,444.04,10.2,32,38,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","time_spent_open_arm","%","yes","day","W_M7",8.63,1.89,38,3.74,1.89,32,"con_222","yes","protein-","protein-.ANXIETY","PR_anx",0,11.6507424656114,10.6914545315406,135.7398,114.3072,0.435689327688965,-0.430866198600157,0.241316347754259,139,0.0582335796934545
"comp_580","s_61","D_115","A_155","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"29","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,444.04,10.2,32,38,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","closed_arm_entries","#","no","day","W_M7",5.62,0.64,38,5.82,0.92,32,"con_223","no","protein-","protein-.ANXIETY","PR_anx",0,3.94522496190014,5.20430590953299,15.5648,27.0848,-0.0438354495994806,-0.0433501863197815,0.239942804278348,139,0.0575725493249574
"comp_581","s_61","D_115","A_155","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"29","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,444.04,10.2,32,38,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","attempts_enter_open_arms","#","yes","day","W_M7",3.11,0.47,38,3.85,0.61,32,"con_224","no","protein-","protein-.ANXIETY","PR_anx",0,2.89727458139542,3.45068109219035,8.3942,11.9072,-0.234058702745458,0.231467646995508,0.240330009512474,139,0.0577585134722656
"comp_582","s_61","D_115","A_155","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"29","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,444.04,10.2,32,38,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","Latency_enter_open_arm","sec","no","day","W_M7",97.15,5.72,38,157.14,2.86,32,"con_225","no","protein-","protein-.ANXIETY","PR_anx",0,35.2604480969825,16.1786031535482,1243.2992,261.7472,-2.12652031956582,-2.10297950422007,0.271061145965246,139,0.0734741448519925
"comp_584","s_61","D_115","A_155","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"29","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,444.04,10.2,32,38,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","risk_assessment","ANXIETY","EPM","5","head_dips","#","no","day","W_M7",8.49,0.93,38,8.26,0.58,32,"con_227","no","protein-","protein-.ANXIETY","PR_anx",0,5.73290502276115,3.28097546470558,32.8662,10.7648,0.0481781723481678,0.0476448346468966,0.239945733552797,139,0.0575739550501897
"comp_585","s_61","D_116","A_156","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"36","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,373.92,7.8,32,36,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","Open_arm_entries","%","yes","day","W_M14",27.65,4.45,36,10.76,5.08,32,"con_221","yes","protein-","protein-.ANXIETY","PR_anx",0,26.7,28.7368195874213,712.89,825.8048,0.610290089242603,-0.603328605334892,0.245636214231252,139,0.0603371497418618
"comp_586","s_61","D_116","A_156","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"36","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,373.92,7.8,32,36,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","time_spent_open_arm","%","yes","day","W_M14",16.66,8.19,36,3.74,1.89,32,"con_222","yes","protein-","protein-.ANXIETY","PR_anx",0,49.14,10.6914545315406,2414.7396,114.3072,0.353709396881832,-0.349674688932609,0.243859809136067,139,0.0594676065118789
"comp_587","s_61","D_116","A_156","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"36","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,373.92,7.8,32,36,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","closed_arm_entries","#","no","day","W_M14",5.43,0.43,36,5.82,0.92,32,"con_223","no","protein-","protein-.ANXIETY","PR_anx",0,2.58,5.20430590953299,6.6564,27.0848,-0.096742456668979,-0.0956389305472797,0.243024031639192,139,0.0590606799541671
"comp_588","s_61","D_116","A_156","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"36","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,373.92,7.8,32,36,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","attempts_enter_open_arms","#","yes","day","W_M14",4.53,0.66,36,3.85,0.61,32,"con_224","no","protein-","protein-.ANXIETY","PR_anx",0,3.96,3.45068109219035,15.6816,11.9072,0.182332656736364,-0.180252816545455,0.243196735501557,139,0.0591446521586144
"comp_589","s_61","D_116","A_156","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"36","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,373.92,7.8,32,36,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","Latency_enter_open_arm","sec","no","day","W_M14",41.43,5.71,36,157.14,2.86,32,"con_225","no","protein-","protein-.ANXIETY","PR_anx",0,34.26,16.1786031535482,1173.7476,261.7472,-4.23819491242501,-4.18985048376617,0.349534990676142,139,0.122174709706971
"comp_591","s_61","D_116","A_156","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"36","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,373.92,7.8,32,36,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","risk_assessment","ANXIETY","EPM","5","head_dips","#","no","day","W_M14",7.44,1.28,36,8.26,0.58,32,"con_227","no","protein-","protein-.ANXIETY","PR_anx",0,7.68,3.28097546470558,58.9824,10.7648,-0.136035678656726,-0.134483940877372,0.243090178907353,139,0.0590928350812091
"comp_592","s_61","D_117","A_157","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"43","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,369.45,9.4,32,33,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","Open_arm_entries","%","yes","day","W_M21",33.88,2.54,33,10.76,5.08,32,"con_221","yes","protein-","protein-.ANXIETY","PR_anx",0,14.5911891222066,28.7368195874213,212.9028,825.8048,1.01929424576527,-1.00711144601508,0.255345836079954,139,0.0652014960033706
"comp_593","s_61","D_117","A_157","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"43","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,369.45,9.4,32,33,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","time_spent_open_arm","%","yes","day","W_M21",17.76,5.04,33,3.74,1.89,32,"con_222","yes","protein-","protein-.ANXIETY","PR_anx",0,28.9525957385517,10.6914545315406,838.2528,114.3072,0.638576543357215,-0.630944154392786,0.250968146608783,139,0.0629850106122477
"comp_594","s_61","D_117","A_157","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"43","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,369.45,9.4,32,33,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","closed_arm_entries","#","no","day","W_M21",6.01,1.28,33,5.82,0.92,32,"con_223","no","protein-","protein-.ANXIETY","PR_anx",0,7.35304018756868,5.20430590953299,54.0672,27.0848,0.0297492465450907,0.0293936778612849,0.248105095019443,139,0.0615561381746066
"comp_595","s_61","D_117","A_157","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"43","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,369.45,9.4,32,33,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","attempts_enter_open_arms","#","yes","day","W_M21",4.4,1.08,33,3.85,0.61,32,"con_224","no","protein-","protein-.ANXIETY","PR_anx",0,6.20412765826107,3.45068109219035,38.4912,11.9072,0.109108549805288,-0.107804463552635,0.248183068212756,139,0.0615948353474975
"comp_596","s_61","D_117","A_157","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"43","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,369.45,9.4,32,33,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","Latency_enter_open_arm","sec","no","day","W_M21",68.57,7.14,33,157.14,2.86,32,"con_225","no","protein-","protein-.ANXIETY","PR_anx",0,41.0161772962815,16.1786031535482,1682.3268,261.7472,-2.82449687437347,-2.79073794758813,0.29927947476506,139,0.0895682040156504
"comp_598","s_61","D_117","A_157","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"43","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,369.45,9.4,32,33,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","risk_assessment","ANXIETY","EPM","5","head_dips","#","no","day","W_M21",10.35,2.09,33,8.26,0.58,32,"con_227","no","protein-","protein-.ANXIETY","PR_anx",0,12.0061359312645,3.28097546470558,144.1473,10.7648,0.235869051561273,0.23304989955058,0.248492249636119,139,0.0617483981292193
"comp_601","s_63","D_119","A_160","Almeida",1993,"Effects of early protein malnutrition","J009","rats","Wistar","protein","-",32,NA,"no","yes","yes","yes","Barnes_isocal_25%Casein","Barnes_isocal_8%Casein",22,"43","lact",NA,NA,NA,"no","single",24,"12",6,"yes","yes","m","single","333.7",7.9,296.9,11.5,10,10,70,NA,NA,NA,"",NA,NA,"control","yes","Almeida_lab_chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","Open/total","%","yes","day","con_exp",39.92,6.74,10,39.72,5.62,10,"con_230","yes","protein-","protein-.ANXIETY","PR_anx",0,21.3137514295349,17.7720004501463,454.276,315.844,0.0101921496662124,-0.00976149545496395,0.44721655476444,20,0.200002646855375
"comp_603","s_63","D_119","A_160","Almeida",1993,"Effects of early protein malnutrition","J009","rats","Wistar","protein","-",32,NA,"no","yes","yes","yes","Barnes_isocal_25%Casein","Barnes_isocal_8%Casein",22,"43","lact",NA,NA,NA,"no","single",24,"12",6,"yes","yes","m","single","333.7",7.9,296.9,11.5,10,10,70,NA,NA,NA,"",NA,NA,"control","yes","Almeida_lab_chow",21,"yes","70","risk_assessment","ANXIETY","EPM","5","time_spent_central_platform","?","no","day","con_exp",43.33,5.78,10,43.11,11.56,10,"con_232","no","protein-","protein-.ANXIETY","PR_anx",0,18.2779648757732,36.5559297515465,334.084,1336.336,0.0076124567474048,0.00729080364540178,0.44721524633055,20,0.200001476550494
"comp_605","s_63","D_119","A_160","Almeida",1993,"Effects of early protein malnutrition","J009","rats","Wistar","protein","-",32,NA,"no","yes","yes","yes","Barnes_isocal_25%Casein","Barnes_isocal_8%Casein",22,"43","lact",NA,NA,NA,"no","single",24,"12",6,"yes","yes","m","single","333.7",7.9,296.9,11.5,10,10,70,NA,NA,NA,"",NA,NA,"control","yes","Almeida_lab_chow",21,"yes","70","ANXIETY","ANXIETY","EPM","5","attempts_enter_open_arms","#","yes","day","con_exp",6.67,1,10,3.28,0.53,10,"con_234","no","protein-","protein-.ANXIETY","PR_anx",0,3.16227766016838,1.67600715988924,10,2.809,1.33954430770287,-1.28294384399712,0.495702220952203,20,0.245720691856947
